"","word","freq"
"factsheet","factsheet",1
"benjamins","benjamins",1
"despair","despair",1
"envoy","envoy",1
"jonny","jonny",1
"suicidal","suicidal",1
"eating","eating",1
"explosion","explosion",1
"unders","unders",1
"watchdogchildrens","watchdogchildrens",1
"detainee","detainee",1
"immigration","immigration",1
"warns","warns",1
"designs","designs",1
"valuebased","valuebased",1
"limited","limited",1
"shut","shut",1
"trying","trying",1
"class","class",1
"cut’","cut’",1
"anxieties","anxieties",1
"medicalising","medicalising",1
"tensions","tensions",1
"kitchens","kitchens",1
"conversation","conversation",1
"scientists","scientists",1
"warn","warn",1
"huge","huge",1
"englands","englands",1
"leaked","leaked",1
"scale","scale",1
"reducing","reducing",1
"affordable","affordable",1
"demonstrate","demonstrate",1
"developing","developing",1
"projects","projects",1
"developed","developed",1
"fgm","fgm",1
"owen","owen",1
"ian","ian",1
"thorpe","thorpe",1
"forced","forced",1
"outrage","outrage",1
"dependence","dependence",1
"entire","entire",1
"disastrous","disastrous",1
"overreferral","overreferral",1
"middletons","middletons",1
"quotes","quotes",1
"reeds","reeds",1
"sarah","sarah",1
"unemployed","unemployed",1
"crazy","crazy",1
"admits","admits",1
"provided","provided",1
"aged","aged",1
"anxious","anxious",1
"kitchen","kitchen",1
"cloud","cloud",1
"robb","robb",1
"vulnerable","vulnerable",1
"natural","natural",1
"ptsd","ptsd",1
"anger","anger",1
"gun","gun",1
"pointing","pointing",1
"violence","violence",1
"bbc","bbc",1
"feature","feature",1
"fry","fry",1
"season","season",1
"stephen","stephen",1
"supports","supports",1
"male","male",1
"schoolage","schoolage",1
"yoga","yoga",1
"heart","heart",1
"cyberbullying","cyberbullying",1
"workload","workload",1
"facts","facts",1
"nimble","nimble",1
"postcode","postcode",1
"scotland","scotland",1
"collaboration","collaboration",1
"brave","brave",1
"great","great",1
"inspiration","inspiration",1
"iris","iris",1
"insecurity","insecurity",1
"midwives","midwives",1
"adhd","adhd",1
"adulthood","adulthood",1
"leading","leading",1
"misdiagnosed","misdiagnosed",1
"front","front",1
"easy","easy",1
"largest","largest",1
"target’","target’",1
"astana","astana",1
"capital","capital",1
"misery","misery",1
"result","result",1
"stigmatise","stigmatise",1
"bell","bell",1
"ditch","ditch",1
"badge","badge",1
"guides","guides",1
"resilient","resilient",1
"dealing","dealing",1
"presents","presents",1
"process","process",1
"robbed","robbed",1
"autistic","autistic",1
"months","months",1
"secure","secure",1
"inpatient","inpatient",1
"literature","literature",1
"recoveryoriented","recoveryoriented",1
"settings","settings",1
"guest","guest",1
"unmasking","unmasking",1
"founders","founders",1
"thinktank","thinktank",1
"nutrition","nutrition",1
"unacceptable","unacceptable",1
"mirror","mirror",1
"stage","stage",1
"uber","uber",1
"judge","judge",1
"juveniles","juveniles",1
"panel","panel",1
"canadians","canadians",1
"lesbian","lesbian",1
"cooperation","cooperation",1
"building","building",1
"agenda","agenda",1
"alert","alert",1
"indicates","indicates",1
"luxury","luxury",1
"optional","optional",1
"causes","causes",1
"courier","courier",1
"highneeds","highneeds",1
"simply","simply",1
"focusing","focusing",1
"aboriginal","aboriginal",1
"canada","canada",1
"civicaction","civicaction",1
"hamilton","hamilton",1
"toronto","toronto",1
"depression’","depression’",1
"‘burnout","‘burnout",1
"advancing","advancing",1
"realistic","realistic",1
"whole","whole",1
"availability","availability",1
"expansions","expansions",1
"prior","prior",1
"decolonise","decolonise",1
"gifts","gifts",1
"meant","meant",1
"rewards","rewards",1
"£k","£k",1
"france","france",1
"arena","arena",1
"value","value",1
"contacts","contacts",1
"frequent","frequent",1
"identifying","identifying",1
"method","method",1
"anything","anything",1
"powerless","powerless",1
"witnessed","witnessed",1
"caregivers","caregivers",1
"orientation","orientation",1
"sexual","sexual",1
"grant","grant",1
"striving","striving",1
"fourfold","fourfold",1
"leads","leads",1
"kenya","kenya",1
"attempted","attempted",1
"handles","handles",1
"scares","scares",1
"contact","contact",1
"tracking","tracking",1
"adolescence","adolescence",1
"findings","findings",1
"bikes","bikes",1
"pedaling","pedaling",1
"riding","riding",1
"towards","towards",1
"needing","needing",1
"overlooked","overlooked",1
"underserved","underserved",1
"employers","employers",1
"gta","gta",1
"balanced","balanced",1
"diseases","diseases",1
"infectious","infectious",1
"strategies","strategies",1
"dropping","dropping",1
"economic","economic",1
"suspected","suspected",1
"denied","denied",1
"placement","placement",1
"uncertainty","uncertainty",1
"banking","banking",1
"dmbm","dmbm",1
"hmrc","hmrc",1
"internal","internal",1
"ignore","ignore",1
"industrys","industrys",1
"organisations","organisations",1
"reported","reported",1
"spike","spike",1
"angry","angry",1
"devon","devon",1
"proper","proper",1
"sacked","sacked",1
"tsar","tsar",1
"continue","continue",1
"musicians","musicians",1
"federal","federal",1
"ignores","ignores",1
"cruel","cruel",1
"shouldnt","shouldnt",1
"effect","effect",1
"flint","flint",1
"potent","potent",1
"kent","kent",1
"inside","inside",1
"lifelong","lifelong",1
"spanking","spanking",1
"ready","ready",1
"cops","cops",1
"handle","handle",1
"reopens","reopens",1
"renews","renews",1
"selfpoisoning","selfpoisoning",1
"surge","surge",1
"manager","manager",1
"scapegoat","scapegoat",1
"accommodation","accommodation",1
"lincoln","lincoln",1
"turned","turned",1
"launching","launching",1
"undermine","undermine",1
"californias","californias",1
"ecuador","ecuador",1
"defeating","defeating",1
"secrets","secrets",1
"sharing","sharing",1
"airport","airport",1
"clearly","clearly",1
"disabilities","disabilities",1
"lesson","lesson",1
"taunts","taunts",1
"eldercare","eldercare",1
"enterprises","enterprises",1
"targeted","targeted",1
"though","though",1
"decoupled","decoupled",1
"middleaged","middleaged",1
"missing","missing",1
"improves","improves",1
"selfacceptance","selfacceptance",1
"month","month",1
"phrases","phrases",1
"saying","saying",1
"answers","answers",1
"seeks","seeks",1
"worries","worries",1
"expectancy","expectancy",1
"requires","requires",1
"revolution","revolution",1
"sustaining","sustaining",1
"dumping","dumping",1
"expanded","expanded",1
"teaches","teaches",1
"washburn","washburn",1
"rather","rather",1
"art","art",1
"doodling","doodling",1
"deadpool","deadpool",1
"actor","actor",1
"bottom","bottom",1
"ewing","ewing",1
"modern","modern",1
"reid","reid",1
"rock","rock",1
"sleep","sleep",1
"versa","versa",1
"vice","vice",1
"compound","compound",1
"links","links",1
"radicalisation","radicalisation",1
"calm","calm",1
"chaos","chaos",1
"festivals","festivals",1
"teams","teams",1
"questions","questions",1
"lily’s","lily’s",1
"story","story",1
"goes","goes",1
"invisible","invisible",1
"unnoticed","unnoticed",1
"wamu","wamu",1
"onto","onto",1
"spill","spill",1
"hero","hero",1
"kimmy","kimmy",1
"schmidt","schmidt",1
"unbreakable","unbreakable",1
"discuss","discuss",1
"punishing","punishing",1
"organizations","organizations",1
"faa","faa",1
"pilots","pilots",1
"test","test",1
"wont","wont",1
"selfemployment","selfemployment",1
"marines","marines",1
"protects","protects",1
"sailors","sailors",1
"separation","separation",1
"justification","justification",1
"label","label",1
"‘incurable’","‘incurable’",1
"federation","federation",1
"sets","sets",1
"mcgorry","mcgorry",1
"tide","tide",1
"commonly","commonly",1
"educated","educated",1
"experienced","experienced",1
"poorer","poorer",1
"younger","younger",1
"moment","moment",1
"hopkins","hopkins",1
"information","information",1
"johns","johns",1
"website","website",1
"experiencing","experiencing",1
"monty","monty",1
"panesar","panesar",1
"spinner","spinner",1
"analytics","analytics",1
"critical","critical",1
"hie","hie",1
"girlfriend","girlfriend",1
"sons","sons",1
"totally","totally",1
"alarm","alarm",1
"borne","borne",1
"migrants","migrants",1
"sound","sound",1
"carcillo","carcillo",1
"daniel","daniel",1
"nhl","nhl",1
"showed","showed",1
"significant","significant",1
"pregnant","pregnant",1
"agerelated","agerelated",1
"earlier","earlier",1
"always","always",1
"remember","remember",1
"fallon","fallon",1
"kieren","kieren",1
"owing","owing",1
"racing","racing",1
"retires","retires",1
"blaming","blaming",1
"crimes","crimes",1
"addressed","addressed",1
"sudan","sudan",1
"leaders","leaders",1
"ramadan","ramadan",1
"fluctuate","fluctuate",1
"throughout","throughout",1
"solitary","solitary",1
"activist","activist",1
"africa","africa",1
"goats","goats",1
"institutions","institutions",1
"soda","soda",1
"exclusive","exclusive",1
"mothers’","mothers’",1
"‘sons","‘sons",1
"populations","populations",1
"consequence","consequence",1
"efforts","efforts",1
"reduction","reduction",1
"room","room",1
"unintended","unintended",1
"plague","plague",1
"walk","walk",1
"woods","woods",1
"youths","youths",1
"bob","bob",1
"institutional","institutional",1
"resistance","resistance",1
"runciman","runciman",1
"senator","senator",1
"became","became",1
"hobby","hobby",1
"reach","reach",1
"epha","epha",1
"tasers","tasers",1
"devices","devices",1
"knowns","knowns",1
"unknowns","unknowns",1
"wearable","wearable",1
"afford","afford",1
"can’t","can’t",1
"utilization","utilization",1
"extending","extending",1
"roles","roles",1
"champions","champions",1
"father’s","father’s",1
"strangers","strangers",1
"autism","autism",1
"spectrum","spectrum",1
"nation","nation",1
"trails","trails",1
"washington","washington",1
"harms","harms",1
"preparation","preparation",1
"sats","sats",1
"sought","sought",1
"jack","jack",1
"shih","shih",1
"tzu","tzu",1
"quarter","quarter",1
"visiting","visiting",1
"extremism","extremism",1
"prevented","prevented",1
"radical","radical",1
"thinking","thinking",1
"burdens","burdens",1
"eliminate","eliminate",1
"dnc","dnc",1
"ambassadors","ambassadors",1
"become","become",1
"coal","coal",1
"declines","declines",1
"linger","linger",1
"mining","mining",1
"aim","aim",1
"operators","operators",1
"cards","cards",1
"ordered","ordered",1
"pound","pound",1
"repay","repay",1
"architects","architects",1
"bartlett","bartlett",1
"calls","calls",1
"cathy","cathy",1
"got","got",1
"assault","assault",1
"attacker","attacker",1
"court","court",1
"leytonstone","leytonstone",1
"psychotic","psychotic",1
"tube","tube",1
"weeks","weeks",1
"christchurch","christchurch",1
"christchurchs","christchurchs",1
"dilemmas","dilemmas",1
"marchers","marchers",1
"olympian","olympian",1
"george","george",1
"hesitate","hesitate",1
"princess","princess",1
"wouldnt","wouldnt",1
"sign","sign",1
"adjusting","adjusting",1
"build","build",1
"happify","happify",1
"maker","maker",1
"raises","raises",1
"racialethnic","racialethnic",1
"trends","trends",1
"body","body",1
"forex","forex",1
"telling","telling",1
"traders","traders",1
"committed","committed",1
"legal","legal",1
"poll","poll",1
"astute","astute",1
"ceos","ceos",1
"affecting","affecting",1
"hidden","hidden",1
"happened","happened",1
"refugee","refugee",1
"musos","musos",1
"detectives","detectives",1
"age","age",1
"dissatisfaction","dissatisfaction",1
"effects","effects",1
"exists","exists",1
"hongkongers","hongkongers",1
"hurdles","hurdles",1
"remain","remain",1
"risky","risky",1
"garland","garland",1
"nbc","nbc",1
"renewed","renewed",1
"amhp","amhp",1
"warning","warning",1
"hoarding","hoarding",1
"european","european",1
"peoplecentred","peoplecentred",1
"womens","womens",1
"indians","indians",1
"kashmir’s","kashmir’s",1
"answer","answer",1
"explores","explores",1
"intersection","intersection",1
"billion","billion",1
"travel","travel",1
"resigns","resigns",1
"undivided","undivided",1
"corner","corner",1
"innovating","innovating",1
"overview","overview",1
"space","space",1
"startups","startups",1
"reaping","reaping",1
"adds","adds",1
"hospitalization","hospitalization",1
"partial","partial",1
"ponessa","ponessa",1
"nih","nih",1
"tomorrow","tomorrow",1
"added","added",1
"writing","writing",1
"alleged","alleged",1
"apple","apple",1
"came","came",1
"hostile","hostile",1
"behind’","behind’",1
"fury’s","fury’s",1
"involved","involved",1
"theme","theme",1
"detained","detained",1
"refusing","refusing",1
"bodies","bodies",1
"boxing","boxing",1
"urged","urged",1
"joinedup","joinedup",1
"big","big",1
"changed","changed",1
"backing","backing",1
"counsellors","counsellors",1
"theyre","theyre",1
"falls","falls",1
"killings","killings",1
"number","number",1
"paradigm","paradigm",1
"hashtag","hashtag",1
"confidant","confidant",1
"nonprofit","nonprofit",1
"started","started",1
"hurting","hurting",1
"managed","managed",1
"uks","uks",1
"bin","bin",1
"name","name",1
"throw","throw",1
"todo","todo",1
"asian","asian",1
"hong","hong",1
"kong","kong",1
"lower","lower",1
"neighbours","neighbours",1
"ranks","ranks",1
"scoring","scoring",1
"fury","fury",1
"opponent","opponent",1
"toughest","toughest",1
"yougoodman","yougoodman",1
"contacting","contacting",1
"red","red",1
"tape","tape",1
"flood","flood",1
"workforce","workforce",1
"jews","jews",1
"upheaval","upheaval",1
"hinder","hinder",1
"payment","payment",1
"counsel","counsel",1
"criminalize","criminalize",1
"advocate","advocate",1
"fearless","fearless",1
"possible","possible",1
"counselor","counselor",1
"trek","trek",1
"worldmentalhealthday","worldmentalhealthday",1
"dangers","dangers",1
"endless","endless",1
"indicator","indicator",1
"scroll","scroll",1
"financial","financial",1
"related","related",1
"let’s","let’s",1
"adversity","adversity",1
"undoing","undoing",1
"postnatal","postnatal",1
"depiction","depiction",1
"hopeful","hopeful",1
"treks","treks",1
"coaches","coaches",1
"swimmers","swimmers",1
"father","father",1
"fed","fed",1
"love","love",1
"beliefs","beliefs",1
"metasynthesis","metasynthesis",1
"perception","perception",1
"necessarily","necessarily",1
"instagram","instagram",1
"provides","provides",1
"hunt","hunt",1
"nhss","nhss",1
"ccgs","ccgs",1
"ban","ban",1
"eastern","eastern",1
"iowa","iowa",1
"serving","serving",1
"veterans’","veterans’",1
"rooms","rooms",1
"dead","dead",1
"near","near",1
"oregon","oregon",1
"ranked","ranked",1
"fall","fall",1
"short","short",1
"dance","dance",1
"express","express",1
"rankings","rankings",1
"designed","designed",1
"facility","facility",1
"ageing","ageing",1
"india","india",1
"dimensions","dimensions",1
"substanceuse","substanceuse",1
"else","else",1
"maybe","maybe",1
"something","something",1
"caps","caps",1
"expand","expand",1
"wes","wes",1
"karl","karl",1
"nephew","nephew",1
"turner","turner",1
"reduce","reduce",1
"rhinegold","rhinegold",1
"league","league",1
"tables","tables",1
"view","view",1
"effort","effort",1
"eliminating","eliminating",1
"howard","howard",1
"faculty","faculty",1
"inclusion","inclusion",1
"success","success",1
"whitewashing","whitewashing",1
"adele","adele",1
"postpartum","postpartum",1
"barber","barber",1
"confide","confide",1
"campaigner","campaigner",1
"jewish","jewish",1
"shocking","shocking",1
"america","america",1
"context","context",1
"examine","examine",1
"rural","rural",1
"faith","faith",1
"fails","fails",1
"film","film",1
"vets","vets",1
"animalassisted","animalassisted",1
"animals","animals",1
"offers","offers",1
"level","level",1
"outside","outside",1
"receive","receive",1
"strives","strives",1
"uhs","uhs",1
"understaffed","understaffed",1
"oncampus","oncampus",1
"debunk","debunk",1
"myths","myths",1
"alive","alive",1
"author","author",1
"dismantle","dismantle",1
"haig","haig",1
"masculinity","masculinity",1
"matt","matt",1
"demands","demands",1
"childfree","childfree",1
"staying","staying",1
"consider","consider",1
"curriculum","curriculum",1
"bme","bme",1
"raft","raft",1
"silver","silver",1
"complex","complex",1
"extraordinary","extraordinary",1
"isolating","isolating",1
"increasingly","increasingly",1
"array","array",1
"aoc","aoc",1
"president","president",1
"psychiatrys","psychiatrys",1
"realtime","realtime",1
"updates","updates",1
"duty","duty",1
"tension","tension",1
"asking","asking",1
"childbirth","childbirth",1
"dad","dad",1
"boost","boost",1
"inventing","inventing",1
"knowledge","knowledge",1
"rifts","rifts",1
"survivors","survivors",1
"med","med",1
"identify","identify",1
"latino","latino",1
"researchers","researchers",1
"brunos","brunos",1
"plea","plea",1
"vast","vast",1
"double","double",1
"manitoba","manitoba",1
"design","design",1
"houses","houses",1
"azpm","azpm",1
"pima","pima",1
"desperately","desperately",1
"kerala","kerala",1
"lacks","lacks",1
"rehab","rehab",1
"sharp","sharp",1
"underpressure","underpressure",1
"australians","australians",1
"country","country",1
"craft","craft",1
"curb","curb",1
"looking","looking",1
"prof","prof",1
"response","response",1
"contrasts","contrasts",1
"intensive","intensive",1
"treatments","treatments",1
"celebrities","celebrities",1
"accessing","accessing",1
"large","large",1
"outpatient","outpatient",1
"asylums","asylums",1
"spotlight","spotlight",1
"breakdown","breakdown",1
"examination","examination",1
"virginias","virginias",1
"abroad","abroad",1
"entitlement","entitlement",1
"restricts","restricts",1
"mens","mens",1
"sexism","sexism",1
